loss,auc,val_loss,val_auc
0.7882558107376099,0.5024108290672302,1.1560547351837158,0.5421655178070068
0.6051715612411499,0.5097508430480957,0.5804687738418579,0.5544763207435608
0.4425420463085175,0.5288603305816649,0.5062500238418579,0.5513988733291626
0.3625912964344025,0.5483567714691162,0.4627929627895355,0.5468236804008484
0.328125,0.5622991323471069,0.4261718690395355,0.5060268640518188
0.31204888224601746,0.5720103979110718,0.39794921875,0.4885349273681641
0.3035623431205749,0.5786772966384888,0.37812501192092896,0.4727823138237
0.2983823120594025,0.5806447267532349,0.36347657442092896,0.4733214974403381
0.29494842886924744,0.5844274759292603,0.35249024629592896,0.4802630841732025
0.2925388514995575,0.5867181420326233,0.3428710997104645,0.4785226583480835
0.2908192574977875,0.5873993039131165,0.33476564288139343,0.4968079328536987
0.28953486680984497,0.5901865959167479,0.32744142413139343,0.5036538243293762
0.28831946849823,0.591259777545929,0.32109376788139343,0.5274930000305176
0.2874012887477875,0.5937663316726685,0.31621095538139343,0.5498834252357483
0.2865839600563049,0.597869873046875,0.31230470538139343,0.5641493797302246
0.2859417498111725,0.5999815464019775,0.3094238340854645,0.5821307897567749
0.28515625,0.6030628681182861,0.3071044981479645,0.5911905765533447
0.2847104370594025,0.6094627380371094,0.305419921875,0.5912420153617859
0.2841159999370575,0.611385703086853,0.30419921875,0.5981361865997314
0.2836224138736725,0.6126891374588013,0.3034912049770355,0.6101098656654358
0.28307044506073,0.6128628253936768,0.302734375,0.6163737773895264
0.28258216381073,0.6144633293151855,0.30217286944389343,0.6238069534301758
0.2821575701236725,0.6153979301452637,0.3016113340854645,0.6270740032196045
0.2817011475563049,0.6158823966979979,0.3012451231479645,0.6251330375671387
0.28126060962677,0.6171512007713318,0.30083009600639343,0.6244390606880188
0.28077232837677,0.6181601285934448,0.30029296875,0.6272314190864563
0.2803212106227875,0.6185340285301208,0.2998046875,0.6283853054046631
0.2798541486263275,0.6200531125068665,0.29936525225639343,0.6280997395515442
0.27945610880851746,0.6212391853332521,0.29890137910842896,0.6294518113136292
0.27901026606559753,0.6221854090690613,0.29851076006889343,0.6304528713226318
0.27858036756515503,0.6232022643089294,0.2981201112270355,0.6275574564933777
0.2781186401844025,0.6235456466674805,0.2974609434604645,0.6274674534797668
0.2776621878147125,0.6251640319824219,0.29716798663139343,0.6275264024734497
0.2771845459938049,0.6266815066337585,0.2968994081020355,0.6292970180511475
0.27669093012809753,0.6274226903915405,0.29643556475639343,0.6288104057312012
0.2763300538063049,0.6294428110122681,0.2958984375,0.6300284266471863
0.2759744524955749,0.6309831142425537,0.295654296875,0.6316362023353577
0.2754383981227875,0.632614254951477,0.29548341035842896,0.6325746774673462
0.27503502368927,0.6335039734840393,0.29511719942092896,0.6333189010620117
0.27467411756515503,0.6349616050720215,0.2947753965854645,0.6346974372863771
0.2742389142513275,0.6362765431404114,0.29460451006889343,0.6343664526939392
0.273809015750885,0.6375478506088257,0.2944091856479645,0.6357796788215637
0.27347466349601746,0.6386737227439879,0.29462891817092896,0.6374998688697815
0.2729969918727875,0.639743447303772,0.29426270723342896,0.6401025652885437
0.27262017130851746,0.6408522129058838,0.29443359375,0.6425215005874634
0.27222740650176996,0.6418987512588501,0.2945312559604645,0.6435380578041077
0.2718505859375,0.6432777047157288,0.29450684785842896,0.6453139781951904
0.2714472413063049,0.6441192626953125,0.29426270723342896,0.6462599039077759
0.27115532755851746,0.6451023817062378,0.2940429747104645,0.6464391350746155
0.2707041800022125,0.646546483039856,0.2940429747104645,0.6480264663696289
